timestamp_entry,timestamp_exit,symbol,timeframe,mode,opportunity_id,side,qty,entry_price,exit_price,sl,tp,retcode,slippage,holding_time_sec,pnl,pnl_pct,pyramid_seq
2026-01-28T16:27:00+00:00,2026-01-28T18:05:51+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.52,5931,450.0,0.0025,
2026-01-28T16:29:00+00:00,2026-01-28T17:24:35+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.22,3335,-250.0,-0.0025,
2026-01-28T16:31:00+00:00,2026-01-28T17:15:50+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10010_PLACED,0.25,2690,-250.0,-0.0025,
2026-01-28T16:33:00+00:00,2026-01-28T16:51:20+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.65,1100,-250.0,-0.0025,
2026-01-28T16:35:00+00:00,2026-01-28T17:09:26+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.43,2066,450.0,0.0025,
2026-01-28T16:37:00+00:00,2026-01-28T18:08:55+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.37,5515,450.0,0.0025,
2026-01-28T16:39:00+00:00,2026-01-28T17:25:25+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.5,2785,450.0,0.0025,
2026-01-28T16:41:00+00:00,2026-01-28T17:01:04+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.71,1204,450.0,0.0025,
2026-01-28T16:43:00+00:00,2026-01-28T17:51:20+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.48,4100,450.0,0.0025,
2026-01-28T16:45:00+00:00,2026-01-28T17:14:23+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.21,1763,-250.0,-0.0025,
2026-01-28T16:47:00+00:00,2026-01-28T18:02:57+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.74,4557,-250.0,-0.0025,
2026-01-28T16:49:00+00:00,2026-01-28T18:38:30+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.31,6570,-250.0,-0.0025,
2026-01-28T16:51:00+00:00,2026-01-28T17:17:56+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.44,1616,-250.0,-0.0025,
2026-01-28T16:53:00+00:00,2026-01-28T17:14:13+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.75,1273,-250.0,-0.0025,
2026-01-28T16:55:00+00:00,2026-01-28T17:14:55+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.36,1195,-250.0,-0.0025,
2026-01-28T16:57:00+00:00,2026-01-28T17:47:02+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.42,3002,-250.0,-0.0025,
2026-01-28T16:59:00+00:00,2026-01-28T18:33:04+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.76,5644,450.0,0.0025,
2026-01-28T17:01:00+00:00,2026-01-28T18:28:30+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.66,5250,-250.0,-0.0025,
2026-01-28T17:03:00+00:00,2026-01-28T18:51:53+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.7,6533,-250.0,-0.0025,
2026-01-28T17:05:00+00:00,2026-01-28T17:56:22+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.21,3082,450.0,0.0025,
2026-01-28T17:07:00+00:00,2026-01-28T17:18:59+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.59,719,450.0,0.0025,
2026-01-28T17:09:00+00:00,2026-01-28T17:30:19+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.6,1279,450.0,0.0025,
2026-01-28T17:11:00+00:00,2026-01-28T18:44:10+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.27,5590,450.0,0.0025,
2026-01-28T17:13:00+00:00,2026-01-28T17:57:36+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.13,2676,450.0,0.0025,
2026-01-28T17:15:00+00:00,2026-01-28T17:36:54+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.14,1314,-250.0,-0.0025,
2026-01-28T17:17:00+00:00,2026-01-28T19:00:36+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.12,6216,450.0,0.0025,
2026-01-28T17:19:00+00:00,2026-01-28T19:04:32+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.19,6332,-250.0,-0.0025,
2026-01-28T17:21:00+00:00,2026-01-28T18:17:09+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10010_PLACED,0.19,3369,-250.0,-0.0025,
2026-01-28T17:23:00+00:00,2026-01-28T18:55:22+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.47,5542,450.0,0.0025,
2026-01-28T17:25:00+00:00,2026-01-28T18:21:30+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.7,3390,-250.0,-0.0025,
2026-01-28T17:27:00+00:00,2026-01-28T18:19:46+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.74,3166,450.0,0.0025,
2026-01-28T17:29:00+00:00,2026-01-28T18:10:24+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.35,2484,450.0,0.0025,
2026-01-28T17:31:00+00:00,2026-01-28T18:47:58+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10010_PLACED,0.71,4618,450.0,0.0025,
2026-01-28T17:33:00+00:00,2026-01-28T17:37:55+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.25,295,450.0,0.0025,
2026-01-28T17:35:00+00:00,2026-01-28T19:02:19+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.7,5239,450.0,0.0025,
2026-01-28T17:37:00+00:00,2026-01-28T19:11:32+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10010_PLACED,0.11,5672,450.0,0.0025,
2026-01-28T17:39:00+00:00,2026-01-28T19:32:00+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.25,6780,450.0,0.0025,
2026-01-28T17:41:00+00:00,2026-01-28T18:56:36+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10010_PLACED,0.55,4536,-250.0,-0.0025,
2026-01-28T17:43:00+00:00,2026-01-28T18:13:24+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.31,1824,450.0,0.0025,
2026-01-28T17:45:00+00:00,2026-01-28T19:03:52+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.47,4732,450.0,0.0025,
2026-01-28T17:47:00+00:00,2026-01-28T19:37:59+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.45,6659,-250.0,-0.0025,
2026-01-28T17:49:00+00:00,2026-01-28T18:52:17+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.27,3797,450.0,0.0025,
2026-01-28T17:51:00+00:00,2026-01-28T19:16:54+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.22,5154,-250.0,-0.0025,
2026-01-28T17:53:00+00:00,2026-01-28T18:04:47+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.28,707,450.0,0.0025,
2026-01-28T17:55:00+00:00,2026-01-28T19:40:36+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.64,6336,-250.0,-0.0025,
2026-01-28T17:57:00+00:00,2026-01-28T19:12:24+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.22,4524,-250.0,-0.0025,
2026-01-28T17:59:00+00:00,2026-01-28T18:05:37+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.69,397,450.0,0.0025,
2026-01-28T18:01:00+00:00,2026-01-28T18:18:00+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.4,1020,450.0,0.0025,
2026-01-28T18:03:00+00:00,2026-01-28T19:51:59+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10010_PLACED,0.54,6539,-250.0,-0.0025,
2026-01-28T18:05:00+00:00,2026-01-28T18:51:11+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.77,2771,-250.0,-0.0025,
2026-01-28T18:07:00+00:00,2026-01-28T20:06:25+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.71,7165,450.0,0.0025,
2026-01-28T18:09:00+00:00,2026-01-28T18:16:53+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.6,473,450.0,0.0025,
2026-01-28T18:11:00+00:00,2026-01-28T19:57:54+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.18,6414,450.0,0.0025,
2026-01-28T18:13:00+00:00,2026-01-28T18:28:29+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.44,929,-250.0,-0.0025,
2026-01-28T18:15:00+00:00,2026-01-28T18:32:25+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.17,1045,-250.0,-0.0025,
2026-01-28T18:17:00+00:00,2026-01-28T19:27:15+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.27,4215,-250.0,-0.0025,
2026-01-28T18:19:00+00:00,2026-01-28T19:06:59+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.65,2879,-250.0,-0.0025,
2026-01-28T18:21:00+00:00,2026-01-28T19:23:17+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.33,3737,-250.0,-0.0025,
2026-01-28T18:23:00+00:00,2026-01-28T19:25:07+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.66,3727,450.0,0.0025,
2026-01-28T18:25:00+00:00,2026-01-28T18:44:51+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.14,1191,450.0,0.0025,
2026-01-28T18:27:00+00:00,2026-01-28T20:21:14+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.67,6854,450.0,0.0025,
2026-01-28T18:29:00+00:00,2026-01-28T19:11:55+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.77,2575,-250.0,-0.0025,
2026-01-28T18:31:00+00:00,2026-01-28T19:41:20+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.25,4220,450.0,0.0025,
2026-01-28T18:33:00+00:00,2026-01-28T18:52:35+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.73,1175,450.0,0.0025,
2026-01-28T18:35:00+00:00,2026-01-28T20:31:27+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10010_PLACED,0.64,6987,450.0,0.0025,
2026-01-28T18:37:00+00:00,2026-01-28T18:42:19+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.65,319,-250.0,-0.0025,
2026-01-28T18:39:00+00:00,2026-01-28T19:46:32+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.23,4052,-250.0,-0.0025,
